transaction_id,customer_id,segment,amount,payment_method,failure_reason,failed_at,hour,day_of_week,is_subscription,time_since_failure_hr,customer_total_transactions,customer_successful_transactions,customer_failed_transactions,customer_success_rate,customer_lifetime_value,customer_preferred_method,method_matches_preference,prior_recovery_attempts,prior_recovery_successes,customer_opted_out,recovered
T944780,C106843,loyal,1490.0,upi,network_error,2026-08-14 09:14:19.932820,11,2,1,2.76,30,25,5,0.833,17869.71,upi,1,2,1,0,1
T944781,C104120,casual,360.0,upi,otp_failure,2026-08-18 09:40:03.951039,18,3,0,2.33,46,35,11,0.761,8647.55,upi,1,6,4,0,1
T944782,C100031,casual,199.0,netbanking,bank_timeout,2026-08-14 07:57:02.839965,2,0,0,4.05,34,26,8,0.765,1350.73,card,0,6,3,0,1
T944783,C103085,loyal,2499.0,upi,insufficient_funds,2026-08-18 09:20:59.864877,9,5,1,2.65,36,27,9,0.75,46576.47,upi,1,3,2,0,0
T944784,C104215,new,219.0,card,network_error,2026-08-19 11:26:12.838511,9,1,0,0.56,89,34,55,0.382,2069.64,wallet,0,20,9,0,0
T944785,C103909,casual,569.0,card,network_error,2026-08-15 02:37:43.703980,1,5,0,9.37,28,17,11,0.607,12227.14,card,1,10,6,0,1
T944786,C104288,casual,100.0,upi,network_error,2026-08-21 09:07:56.536564,21,4,0,2.87,45,28,17,0.622,3345.98,upi,1,10,7,0,0
T944787,C101551,new,159.0,upi,bank_timeout,2026-08-17 04:39:12.579148,12,6,0,7.35,128,45,83,0.352,2302.08,card,0,13,6,0,0
T944788,C100989,new,199.0,upi,gateway_error,2026-08-13 05:56:51.134896,1,5,0,6.05,33,15,18,0.455,2595.49,upi,1,11,6,0,0
T944789,C103792,new,199.0,card,card_declined,2026-08-17 02:23:33.943278,15,2,0,9.61,14,6,8,0.429,197.95,upi,0,6,1,0,0
T944790,C102026,new,199.0,upi,insufficient_funds,2026-08-16 06:34:27.810881,18,5,0,5.43,42,22,20,0.524,1481.58,upi,1,9,3,0,0
T944791,C107751,new,120.0,upi,gateway_error,2026-08-15 08:44:50.715421,16,5,0,3.25,17,9,8,0.529,1925.37,card,0,5,2,1,0
T944792,C101131,new,199.0,wallet,bank_timeout,2026-08-13 11:53:03.618181,18,2,0,0.12,67,36,31,0.537,409.02,upi,0,25,10,0,0
T944793,C100165,new,279.0,card,card_declined,2026-08-19 06:19:40.325906,2,5,0,5.67,56,30,26,0.536,2551.36,netbanking,0,16,7,1,0
T944794,C107432,loyal,2480.0,card,card_declined,2026-08-18 05:25:46.980738,1,3,0,6.57,42,35,7,0.833,39732.81,netbanking,0,3,2,0,1
T944795,C104192,new,149.0,netbanking,insufficient_funds,2026-08-21 10:42:38.198799,2,3,0,1.29,55,33,22,0.6,1716.36,upi,0,9,5,0,0
T944796,C103267,loyal,4419.0,card,insufficient_funds,2026-08-15 10:34:50.046968,14,4,1,1.42,88,75,13,0.852,39370.92,netbanking,0,11,10,0,0
T944797,C102676,casual,360.0,card,card_declined,2026-08-19 07:16:46.533676,16,0,0,4.72,173,115,58,0.665,5797.0,card,1,26,14,0,1
T944798,C106702,new,100.0,card,bank_timeout,2026-08-11 22:55:12.873207,4,4,0,13.08,21,9,12,0.429,1968.59,upi,0,7,2,0,0
T944799,C102960,casual,320.0,upi,bank_timeout,2026-08-12 08:56:00.092704,5,2,1,3.07,59,39,20,0.661,8859.53,card,0,11,6,0,1
T944800,C101964,loyal,2069.0,wallet,bank_timeout,2026-08-19 04:51:31.458990,2,1,0,7.14,66,49,17,0.742,20218.21,upi,0,12,8,0,1
T944801,C100707,casual,330.0,upi,insufficient_funds,2026-08-21 06:32:14.279221,18,5,1,5.46,25,22,3,0.88,6297.54,upi,1,0,0,0,1
T944802,C102009,loyal,1649.0,upi,network_error,2026-08-20 07:33:52.194221,0,3,0,4.44,37,28,9,0.757,44872.81,wallet,0,2,1,0,1
T944803,C107032,high_value,1670.0,upi,bank_timeout,2026-08-16 06:52:30.266740,9,5,0,29.12,74,64,10,0.865,53563.55,upi,1,4,3,0,1
T944804,C107100,loyal,1069.0,card,network_error,2026-08-19 01:02:27.742929,22,5,0,10.96,17,15,2,0.882,26216.4,upi,0,2,1,0,0
T944805,C100276,casual,859.0,upi,network_error,2026-08-17 10:01:30.136920,10,6,0,1.97,84,68,16,0.81,14390.88,upi,1,11,8,0,1
T944806,C102559,new,149.0,upi,bank_timeout,2026-08-20 07:02:56.127976,14,3,0,28.95,27,14,13,0.519,829.63,upi,1,7,4,1,0
T944807,C102813,new,100.0,netbanking,bank_timeout,2026-08-16 14:05:51.600120,22,2,0,21.9,96,58,38,0.604,212.95,card,0,21,16,0,0
T944808,C105914,casual,359.0,card,gateway_error,2026-08-16 06:55:31.256315,7,0,0,5.07,20,11,9,0.55,9818.27,upi,0,8,5,0,0
T944809,C101649,new,100.0,card,otp_failure,2026-08-18 09:21:30.249673,9,0,0,2.64,35,20,15,0.571,1803.79,netbanking,0,10,4,0,0
T944810,C107405,casual,370.0,upi,otp_failure,2026-08-21 08:44:59.523096,10,4,0,3.25,43,34,9,0.791,14435.41,upi,1,3,2,0,1
T944811,C101611,loyal,1899.0,upi,network_error,2026-08-21 09:44:11.612998,6,4,1,2.26,13,9,4,0.692,46697.43,upi,1,4,2,0,1
T944812,C104775,new,100.0,wallet,network_error,2026-08-17 10:04:03.668736,18,1,0,1.93,2,0,2,0.0,2412.54,upi,0,2,0,0,0
T944813,C105961,casual,399.0,upi,otp_failure,2026-08-13 05:47:29.045699,0,6,0,6.21,110,92,18,0.836,8449.33,upi,1,19,16,1,0
T944814,C105094,new,100.0,upi,otp_failure,2026-08-19 03:47:16.130415,20,1,0,8.21,23,12,11,0.522,2975.26,upi,1,9,5,0,0
T944815,C107612,new,199.0,card,bank_timeout,2026-08-17 11:06:45.926498,13,3,0,0.89,19,10,9,0.526,1260.87,card,1,11,6,0,1
T944816,C101345,new,199.0,upi,otp_failure,2026-08-18 11:21:51.384241,0,5,0,0.64,112,66,46,0.589,791.75,card,0,12,6,0,0
T944817,C104840,new,149.0,upi,insufficient_funds,2026-08-15 11:57:18.512788,2,3,0,0.04,76,35,41,0.461,2436.68,card,0,20,9,0,0
T944818,C105596,new,149.0,card,insufficient_funds,2026-08-12 11:02:54.051875,3,3,0,0.95,53,28,25,0.528,903.71,card,1,10,4,0,0
T944819,C106324,new,179.0,netbanking,bank_timeout,2026-08-17 09:01:44.547057,18,5,0,2.97,121,77,44,0.636,2337.28,card,0,18,12,0,0
T944820,C103963,loyal,660.0,netbanking,bank_timeout,2026-08-18 05:44:18.617415,7,0,0,6.26,31,25,6,0.806,23790.66,card,0,1,0,0,0
T944821,C104446,casual,120.0,upi,otp_failure,2026-08-21 11:59:12.707790,21,3,0,0.01,27,15,12,0.556,3370.16,wallet,0,5,2,0,0
T944822,C107551,loyal,1109.0,upi,insufficient_funds,2026-08-20 08:33:21.002986,11,5,0,3.44,17,15,2,0.882,36477.52,card,0,1,0,0,1
T944823,C106772,casual,100.0,upi,insufficient_funds,2026-08-16 20:55:01.776335,9,0,0,15.08,173,128,45,0.74,1526.86,card,0,19,12,0,0
T944824,C106976,casual,540.0,upi,bank_timeout,2026-08-21 09:36:56.635794,15,3,0,2.38,54,32,22,0.593,6995.51,upi,1,8,4,1,0
T944825,C107171,loyal,400.0,netbanking,insufficient_funds,2026-08-16 10:06:26.252071,1,5,0,1.89,36,29,7,0.806,13285.24,upi,0,5,4,0,0
T944826,C106447,new,100.0,upi,network_error,2026-08-16 09:27:09.196954,1,5,0,2.55,36,22,14,0.611,54.4,upi,1,14,9,0,1
T944827,C101823,new,239.0,upi,insufficient_funds,2026-08-16 11:29:54.856338,1,4,1,0.5,65,36,29,0.554,2079.61,card,0,25,18,0,0
T944828,C100610,loyal,909.0,wallet,network_error,2026-08-13 11:23:50.241878,9,0,0,0.6,93,83,10,0.892,26731.12,netbanking,0,6,5,0,1
T944829,C107617,new,100.0,netbanking,otp_failure,2026-08-20 02:31:57.454570,14,1,0,9.47,140,73,67,0.521,1980.87,upi,0,29,13,0,0
T944830,C106282,casual,189.0,upi,network_error,2026-08-13 09:50:22.494191,10,0,0,2.16,26,17,9,0.654,4702.49,upi,1,4,2,0,1
T944831,C107919,casual,849.0,upi,gateway_error,2026-08-14 06:28:13.316975,14,2,0,5.53,44,37,7,0.841,14322.84,wallet,0,4,3,0,0
T944832,C103044,high_value,7629.0,upi,gateway_error,2026-08-18 21:54:20.534170,9,3,0,14.09,34,29,5,0.853,295485.94,upi,1,3,2,0,0
T944833,C105643,new,100.0,upi,otp_failure,2026-08-14 08:01:38.835348,15,0,1,3.97,32,16,16,0.5,2261.11,upi,1,9,4,0,0
T944834,C105514,new,199.0,upi,network_error,2026-08-13 08:59:01.741846,8,5,0,3.02,16,9,7,0.562,2529.65,card,0,4,2,0,0
T944835,C103199,loyal,1000.0,upi,network_error,2026-08-18 23:24:00.434381,23,1,0,12.6,11,9,2,0.818,38134.76,card,0,1,0,1,0
T944836,C104441,casual,510.0,upi,gateway_error,2026-08-18 07:30:17.778227,3,1,0,4.5,21,17,4,0.81,14210.99,wallet,0,2,1,0,0
T944837,C102918,casual,1289.0,upi,bank_timeout,2026-08-20 18:09:21.638554,14,5,0,17.84,152,103,49,0.678,9515.34,card,0,22,16,1,0
T944838,C104716,new,100.0,upi,network_error,2026-08-12 10:26:00.281437,5,3,0,1.57,114,57,57,0.5,1149.16,card,0,20,13,0,1
T944839,C101976,loyal,5049.0,netbanking,bank_timeout,2026-08-15 09:17:46.495935,16,1,0,2.7,93,77,16,0.828,59974.86,card,0,7,6,0,0
T944840,C102405,loyal,2389.0,upi,bank_timeout,2026-08-17 03:38:06.284450,14,1,0,8.36,41,38,3,0.927,46785.63,upi,1,0,0,0,0
T944841,C103379,casual,570.0,card,card_declined,2026-08-17 01:11:15.160027,8,5,1,10.81,29,18,11,0.621,8508.62,netbanking,0,7,3,0,0
T944842,C107380,loyal,2220.0,wallet,network_error,2026-08-17 07:07:40.415520,16,3,0,4.87,29,22,7,0.759,55562.67,netbanking,0,5,3,0,0
T944843,C106938,casual,299.0,card,bank_timeout,2026-08-18 10:30:30.056889,19,1,0,1.49,71,48,23,0.676,2491.75,netbanking,0,16,11,0,1
T944844,C105971,new,209.0,card,insufficient_funds,2026-08-15 08:09:39.664461,14,1,0,3.84,8,3,5,0.375,2543.06,upi,0,5,2,0,0
T944845,C100885,loyal,459.0,upi,network_error,2026-08-20 06:46:21.670628,0,2,0,5.23,44,38,6,0.864,12178.0,upi,1,6,5,0,1
T944846,C101131,new,149.0,upi,bank_timeout,2026-08-18 11:03:17.338775,15,1,0,0.95,67,36,31,0.537,409.02,upi,1,25,10,0,0
T944847,C102393,new,149.0,upi,bank_timeout,2026-08-14 07:47:46.963640,13,3,0,4.2,7,4,3,0.571,265.25,netbanking,0,2,1,0,0
T944848,C101640,casual,369.0,card,bank_timeout,2026-08-20 07:52:03.279530,20,0,0,4.13,49,31,18,0.633,12122.12,upi,0,12,5,0,0
T944849,C102819,high_value,13409.0,upi,otp_failure,2026-08-18 15:15:34.962340,16,4,0,20.74,70,60,10,0.857,280647.1,upi,1,4,3,0,1
T944850,C104495,casual,229.0,upi,network_error,2026-08-15 02:26:33.214147,5,0,1,9.56,37,24,13,0.649,4251.59,card,0,8,5,0,0
T944851,C101446,loyal,1680.0,card,insufficient_funds,2026-08-14 05:24:18.971431,17,3,0,6.59,33,26,7,0.788,21904.31,upi,0,3,2,0,0
T944852,C102131,loyal,1709.0,upi,otp_failure,2026-08-17 07:42:53.966741,1,6,1,4.29,175,140,35,0.8,18241.3,card,0,24,22,0,1
T944853,C105415,casual,269.0,upi,network_error,2026-08-18 07:34:28.815359,6,2,0,4.43,15,8,7,0.533,8753.96,wallet,0,3,1,0,0
T944854,C100997,casual,100.0,card,card_declined,2026-08-12 10:37:20.216324,9,1,0,1.38,32,23,9,0.719,2653.82,netbanking,0,3,2,1,0
T944855,C103835,casual,560.0,upi,otp_failure,2026-08-15 11:39:13.493252,19,4,0,0.35,34,26,8,0.765,10573.58,upi,1,7,6,0,1
T944856,C100041,loyal,1309.0,upi,insufficient_funds,2026-08-20 11:25:41.143526,3,0,0,0.57,62,51,11,0.823,37531.42,card,0,6,4,0,0
T944857,C101421,casual,310.0,netbanking,network_error,2026-08-17 05:53:53.698089,1,2,0,6.1,42,27,15,0.643,3063.2,card,0,10,7,0,0
T944858,C104865,casual,300.0,upi,bank_timeout,2026-08-15 10:55:16.427429,6,3,0,1.08,21,16,5,0.762,2720.63,card,0,1,0,0,0
T944859,C107517,casual,289.0,upi,insufficient_funds,2026-08-20 10:08:11.000577,11,5,0,1.86,37,21,16,0.568,4972.97,wallet,0,10,4,0,0
T944860,C100721,casual,150.0,upi,insufficient_funds,2026-08-14 11:52:05.525965,13,6,0,0.13,139,135,4,0.971,5437.34,card,0,4,3,0,0
T944861,C104175,high_value,15500.0,card,network_error,2026-08-20 08:40:54.980144,20,4,1,3.32,44,40,4,0.909,170467.56,netbanking,0,0,0,0,1
T944862,C107664,loyal,2269.0,wallet,gateway_error,2026-08-12 10:55:13.172030,7,5,0,1.08,29,26,3,0.897,54217.0,upi,0,0,0,0,0
T944863,C107862,loyal,1799.0,netbanking,network_error,2026-08-15 11:23:17.504631,17,0,1,0.61,39,32,7,0.821,23838.86,upi,0,3,2,0,0
T944864,C102057,casual,279.0,upi,network_error,2026-08-19 14:18:35.412379,21,5,1,21.69,60,46,14,0.767,3831.8,upi,1,10,7,0,0
T944865,C105650,loyal,2380.0,upi,insufficient_funds,2026-08-15 11:50:52.728078,19,3,0,0.15,59,47,12,0.797,50072.04,netbanking,0,8,6,0,0
T944866,C101310,casual,149.0,upi,bank_timeout,2026-08-12 10:53:22.664814,5,4,0,1.11,94,65,29,0.691,1527.22,wallet,0,15,10,0,1
T944867,C101714,new,239.0,card,card_declined,2026-08-21 06:31:13.892929,0,0,0,5.48,58,34,24,0.586,1537.78,upi,0,14,10,0,1
T944868,C106596,new,199.0,card,bank_timeout,2026-08-17 11:16:35.569003,5,6,1,0.72,38,21,17,0.553,584.16,upi,0,12,5,0,0
T944869,C106789,new,149.0,card,network_error,2026-08-17 07:56:48.732300,19,2,0,4.05,66,36,30,0.545,1913.51,card,1,6,3,0,1
T944870,C107460,casual,689.0,upi,network_error,2026-08-12 10:40:52.943082,4,1,0,1.32,44,30,14,0.682,7672.9,upi,1,6,3,1,0
T944871,C101012,new,199.0,upi,network_error,2026-08-21 07:32:55.525837,19,1,1,4.45,11,5,6,0.455,2423.57,upi,1,2,0,0,0
T944872,C103827,new,100.0,netbanking,otp_failure,2026-08-20 06:14:56.122252,11,5,0,5.75,70,33,37,0.471,2016.31,netbanking,1,28,14,0,1
T944873,C102464,casual,549.0,card,bank_timeout,2026-08-20 08:40:45.442366,0,4,0,3.32,18,13,5,0.722,14583.69,upi,0,4,3,0,0
T944874,C102900,casual,419.0,upi,network_error,2026-08-20 09:44:11.746313,23,1,0,2.26,57,39,18,0.684,11845.95,upi,1,9,5,0,0
T944875,C106676,casual,270.0,upi,gateway_error,2026-08-14 09:13:27.269380,0,0,0,2.78,121,83,38,0.686,10119.67,card,0,15,8,0,0
T944876,C106219,loyal,510.0,upi,bank_timeout,2026-08-20 07:38:20.754468,23,4,0,4.36,32,29,3,0.906,16367.09,upi,1,3,2,0,1
T944877,C107594,casual,549.0,upi,insufficient_funds,2026-08-14 07:35:40.339599,19,3,0,4.41,73,51,22,0.699,6309.07,upi,1,14,9,0,0
T944878,C106490,casual,690.0,upi,insufficient_funds,2026-08-14 09:58:27.958580,5,3,0,2.03,132,93,39,0.705,9655.58,card,0,19,14,0,0
T944879,C104503,casual,479.0,upi,network_error,2026-08-14 04:36:03.895739,5,5,0,7.4,69,49,20,0.71,14550.85,upi,1,11,8,0,0
T944880,C105616,new,100.0,card,card_declined,2026-08-14 09:34:30.876462,7,5,0,2.42,29,14,15,0.483,1250.2,upi,0,13,6,0,1
T944881,C107161,loyal,5059.0,card,bank_timeout,2026-08-20 20:39:00.683624,8,5,0,15.35,114,98,16,0.86,45106.22,upi,0,7,6,0,0
T944882,C101232,casual,180.0,wallet,insufficient_funds,2026-08-14 11:14:03.005251,6,6,1,0.77,124,102,22,0.823,6397.33,card,0,14,10,0,0
T944883,C103697,loyal,719.0,upi,insufficient_funds,2026-08-17 02:22:35.673587,12,0,1,9.62,14,12,2,0.857,12307.55,wallet,0,1,0,0,0
T944884,C102507,new,200.0,card,network_error,2026-08-20 15:30:25.673778,0,2,0,20.49,50,29,21,0.58,2829.05,upi,0,11,7,0,0
T944885,C104896,new,100.0,upi,insufficient_funds,2026-08-18 15:22:30.560659,15,2,0,20.62,76,41,35,0.539,872.51,card,0,20,11,0,0
T944886,C101532,casual,1050.0,netbanking,gateway_error,2026-08-17 09:38:06.102403,22,5,1,2.36,119,81,38,0.681,14762.04,upi,0,17,12,0,1
T944887,C102600,new,199.0,upi,network_error,2026-08-14 08:53:31.427465,2,1,0,3.11,31,14,17,0.452,843.05,card,0,10,5,0,0
T944888,C104821,casual,149.0,upi,bank_timeout,2026-08-19 06:14:12.668721,4,1,1,5.76,47,31,16,0.66,2703.84,upi,1,10,7,0,1
T944889,C107115,casual,320.0,wallet,otp_failure,2026-08-16 04:16:38.663105,17,1,1,7.72,75,47,28,0.627,10946.38,wallet,1,7,5,0,1
T944890,C103895,loyal,1070.0,netbanking,otp_failure,2026-08-19 08:51:20.701007,6,4,0,3.14,167,140,27,0.838,41627.6,wallet,0,16,14,0,1
T944891,C107277,new,199.0,card,insufficient_funds,2026-08-17 06:11:13.796900,13,1,1,5.81,48,25,23,0.521,1918.46,netbanking,0,14,7,0,0
T944892,C103539,casual,810.0,netbanking,otp_failure,2026-08-17 04:42:04.532136,11,4,0,7.3,57,41,16,0.719,12889.54,upi,0,5,3,0,1
T944893,C100983,new,149.0,card,network_error,2026-08-14 06:51:45.159574,22,5,1,5.14,53,29,24,0.547,741.94,upi,0,13,8,0,0
T944894,C104134,casual,310.0,netbanking,gateway_error,2026-08-18 10:48:07.535635,23,4,0,1.2,55,37,18,0.673,9937.68,netbanking,1,8,5,0,1
T944895,C104244,high_value,3780.0,upi,bank_timeout,2026-08-12 07:11:05.404707,16,6,0,4.82,28,23,5,0.821,102129.85,card,0,2,1,0,0
T944896,C102857,casual,419.0,netbanking,bank_timeout,2026-08-20 09:37:13.089186,15,5,0,2.38,78,56,22,0.718,11827.23,upi,0,15,11,0,1
T944897,C102685,casual,1600.0,card,insufficient_funds,2026-08-18 09:27:55.188306,23,0,0,2.53,72,42,30,0.583,14364.62,upi,0,19,10,1,0
T944898,C100354,high_value,6589.0,upi,otp_failure,2026-08-18 08:42:48.174395,20,5,0,27.29,145,131,14,0.903,233759.62,upi,1,6,4,1,0
T944899,C104838,new,100.0,card,insufficient_funds,2026-08-12 06:18:41.024604,8,1,0,5.69,45,23,22,0.511,330.4,upi,0,9,5,0,0
T944900,C101244,casual,649.0,upi,otp_failure,2026-08-20 11:14:52.518046,15,1,0,0.75,52,36,16,0.692,8733.87,card,0,10,6,0,0
T944901,C105736,new,179.0,upi,otp_failure,2026-08-18 10:14:50.187646,13,4,0,1.75,15,5,10,0.333,1992.75,upi,1,3,2,0,0
T944902,C104120,casual,1059.0,upi,otp_failure,2026-08-14 11:22:27.856322,19,4,0,0.63,46,35,11,0.761,8647.55,upi,1,6,4,0,0
T944903,C101448,casual,350.0,card,card_declined,2026-08-12 02:23:54.323736,14,5,0,9.6,95,72,23,0.758,10573.74,card,1,13,9,0,1
T944904,C101500,new,210.0,upi,bank_timeout,2026-08-17 10:45:35.622317,6,5,0,1.24,43,21,22,0.488,2887.12,wallet,0,10,2,0,0
T944905,C105522,new,100.0,upi,insufficient_funds,2026-08-16 09:07:10.582016,19,3,0,2.88,25,11,14,0.44,1564.57,upi,1,6,1,0,1
T944906,C105952,loyal,760.0,card,insufficient_funds,2026-08-17 08:43:25.051890,8,6,1,3.28,6,5,1,0.833,19881.56,wallet,0,0,0,0,1
T944907,C105503,new,199.0,card,card_declined,2026-08-20 09:10:27.859663,6,5,1,2.83,59,27,32,0.458,1583.53,card,1,23,9,0,0
T944908,C101316,new,199.0,upi,gateway_error,2026-08-21 07:10:23.305191,1,4,0,4.83,37,19,18,0.514,1694.36,card,0,11,5,0,1
T944909,C104997,casual,280.0,wallet,network_error,2026-08-20 11:39:01.606972,10,5,0,0.35,46,35,11,0.761,8930.05,card,0,8,6,0,1
T944910,C107060,casual,370.0,card,bank_timeout,2026-08-21 11:54:49.234823,4,5,0,0.09,48,23,25,0.479,14093.04,upi,0,21,8,0,1
T944911,C103036,new,149.0,upi,network_error,2026-08-15 02:44:23.422715,22,2,0,9.26,120,44,76,0.367,1364.97,upi,1,20,2,0,0
T944912,C106324,new,209.0,card,bank_timeout,2026-08-16 11:07:43.648629,13,6,1,0.87,121,77,44,0.636,2337.28,card,1,18,12,0,1
T944913,C100080,casual,269.0,netbanking,otp_failure,2026-08-17 10:21:08.778932,2,0,0,1.65,65,43,22,0.662,7187.57,card,0,17,10,0,1
T944914,C100839,new,100.0,upi,bank_timeout,2026-08-18 11:18:28.994421,0,0,0,0.69,91,48,43,0.527,2619.08,upi,1,39,20,0,0
T944915,C100925,casual,429.0,upi,network_error,2026-08-21 10:54:28.912329,0,2,0,1.09,106,68,38,0.642,5343.28,card,0,21,9,0,1
T944916,C106058,loyal,1919.0,upi,otp_failure,2026-08-14 11:41:38.635343,0,1,0,0.31,44,35,9,0.795,38192.98,card,0,3,2,1,0
T944917,C105190,casual,719.0,upi,network_error,2026-08-12 06:16:20.826295,17,2,0,5.73,110,78,32,0.709,14134.36,upi,1,16,13,0,1
T944918,C100445,casual,290.0,card,insufficient_funds,2026-08-13 07:20:38.673904,6,1,0,4.66,27,16,11,0.593,3745.94,card,1,7,4,0,1
T944919,C104466,casual,149.0,wallet,network_error,2026-08-18 04:59:08.172821,19,6,1,7.01,37,22,15,0.595,1679.24,wallet,1,8,3,0,0
T944920,C102502,casual,310.0,upi,network_error,2026-08-14 07:47:14.038325,1,5,0,4.21,35,22,13,0.629,5248.24,card,0,10,5,0,1
T944921,C101638,new,100.0,card,insufficient_funds,2026-08-13 11:34:05.873845,15,6,0,0.43,5,2,3,0.4,137.61,card,1,4,2,0,0
T944922,C105463,new,149.0,card,insufficient_funds,2026-08-12 05:52:23.913058,16,0,0,6.13,26,12,14,0.462,1258.53,netbanking,0,2,0,0,0
T944923,C104410,loyal,2479.0,upi,network_error,2026-08-13 20:27:34.105302,20,1,1,15.54,12,11,1,0.917,30986.53,upi,1,1,0,1,0
T944924,C103690,new,120.0,upi,network_error,2026-08-12 03:56:34.427744,21,3,0,8.06,25,11,14,0.44,1625.58,netbanking,0,7,2,0,0
T944925,C105089,casual,1480.0,wallet,bank_timeout,2026-08-14 06:18:26.891475,5,3,0,5.69,79,54,25,0.684,13323.22,upi,0,10,6,0,0
T944926,C105338,casual,699.0,upi,otp_failure,2026-08-15 05:27:51.191875,3,1,0,6.54,70,52,18,0.743,7769.19,upi,1,15,11,0,1
T944927,C101090,casual,479.0,upi,bank_timeout,2026-08-14 19:03:43.080880,18,2,1,16.94,30,20,10,0.667,14141.52,upi,1,5,2,0,0
T944928,C104361,high_value,12910.0,card,bank_timeout,2026-08-15 18:43:18.364223,1,2,0,17.28,41,36,5,0.878,348616.67,card,1,1,0,0,1
T944929,C102697,new,199.0,card,card_declined,2026-08-21 01:58:33.730944,20,4,1,10.02,18,10,8,0.556,470.05,netbanking,0,3,1,0,0
T944930,C102893,new,150.0,upi,otp_failure,2026-08-13 09:47:17.877828,16,0,0,2.21,29,12,17,0.414,2318.82,card,0,13,4,0,1
T944931,C100128,loyal,580.0,upi,gateway_error,2026-08-13 06:26:48.343164,10,6,1,5.55,73,59,14,0.808,13985.55,upi,1,9,6,0,0
T944932,C100724,new,180.0,upi,otp_failure,2026-08-16 01:54:54.017725,4,4,0,10.08,141,74,67,0.525,2805.25,upi,1,18,12,0,1
T944933,C100632,casual,450.0,card,bank_timeout,2026-08-12 11:30:20.293392,11,2,0,0.49,43,39,4,0.907,13837.18,upi,0,2,1,0,0
T944934,C100280,new,149.0,card,network_error,2026-08-12 11:01:55.839072,4,0,0,0.97,16,7,9,0.438,523.0,card,1,3,1,0,0
T944935,C100181,new,199.0,card,payment_link_expired,2026-08-14 09:52:23.929136,4,3,0,2.13,8,4,4,0.5,2919.52,upi,0,1,0,0,0
T944936,C105170,new,100.0,card,bank_timeout,2026-08-18 08:24:46.123734,4,1,0,3.59,33,13,20,0.394,820.4,upi,0,11,4,0,0
T944937,C106146,new,100.0,card,insufficient_funds,2026-08-15 20:16:16.513112,15,3,0,15.73,18,11,7,0.611,2198.68,netbanking,0,4,2,0,0
T944938,C103111,casual,229.0,card,insufficient_funds,2026-08-18 07:58:39.697553,15,4,0,4.02,98,67,31,0.684,4360.62,upi,0,21,12,0,0
T944939,C103838,loyal,3509.0,upi,bank_timeout,2026-08-16 11:25:06.553462,21,0,0,0.58,172,129,43,0.75,40941.74,upi,1,14,7,0,1
T944940,C107452,casual,270.0,card,otp_failure,2026-08-20 14:48:08.271449,22,0,1,21.2,32,22,10,0.688,10690.57,card,1,4,3,0,0
T944941,C103824,high_value,5670.0,upi,gateway_error,2026-08-16 11:28:47.087379,4,3,1,0.52,59,42,17,0.712,153223.35,upi,1,11,8,0,1
T944942,C107355,new,100.0,card,card_declined,2026-08-15 09:05:10.380633,18,0,0,2.91,102,47,55,0.461,530.88,upi,0,16,10,0,1
T944943,C107543,loyal,1219.0,wallet,gateway_error,2026-08-14 05:58:32.223506,2,4,0,6.02,173,132,41,0.763,40325.16,upi,0,21,17,0,0
T944944,C101556,casual,519.0,card,card_declined,2026-08-19 06:59:16.859392,1,6,0,5.01,73,56,17,0.767,12886.78,netbanking,0,12,8,0,1
T944945,C107444,casual,329.0,upi,bank_timeout,2026-08-17 09:30:41.275540,19,4,0,2.49,76,53,23,0.697,9121.74,wallet,0,17,11,0,0
T944946,C101845,high_value,5960.0,upi,bank_timeout,2026-08-17 08:57:06.992043,22,0,0,3.05,61,55,6,0.902,214400.55,card,0,1,0,0,0
T944947,C102899,high_value,14409.0,upi,network_error,2026-08-12 05:07:57.884710,4,5,0,6.87,30,25,5,0.833,300577.38,card,0,3,2,1,0
T944948,C106899,new,149.0,upi,bank_timeout,2026-08-19 23:27:51.852429,5,4,1,12.54,67,37,30,0.552,209.14,card,0,20,12,0,0
T944949,C102895,new,100.0,upi,bank_timeout,2026-08-14 11:06:27.969475,21,3,0,0.89,60,32,28,0.533,1465.39,upi,1,21,10,0,0
T944950,C103216,loyal,789.0,upi,insufficient_funds,2026-08-16 00:30:15.517060,23,6,1,11.5,1,0,1,0.0,19350.36,card,0,0,0,1,0
T944951,C104555,new,100.0,upi,otp_failure,2026-08-17 11:57:33.748136,20,3,1,0.04,21,10,11,0.476,2283.43,upi,1,3,1,0,0
T944952,C104820,casual,280.0,upi,network_error,2026-08-14 08:41:49.618954,0,1,0,3.3,80,59,21,0.738,10101.28,card,0,11,7,0,1
T944953,C103458,new,199.0,upi,network_error,2026-08-12 06:53:07.050502,4,5,0,5.11,108,62,46,0.574,1111.89,wallet,0,13,8,0,1
T944954,C100846,new,100.0,wallet,network_error,2026-08-14 21:30:40.605671,18,0,1,14.49,20,9,11,0.45,2366.29,card,0,7,2,0,0
T944955,C106453,new,100.0,card,card_declined,2026-08-13 04:36:11.867279,6,6,0,7.4,50,24,26,0.48,353.31,upi,0,15,8,0,0
T944956,C103297,new,149.0,upi,otp_failure,2026-08-16 10:34:42.442966,23,0,0,1.42,116,58,58,0.5,464.63,card,0,18,9,0,1
