customer_id,segment,tenure_days,total_transactions,successful_transactions,failed_transactions,success_rate,lifetime_value,preferred_method,prior_recovery_attempts,prior_recovery_successes,opted_out
C106095,loyal,578,44,40,4,0.909,45822.43,upi,6,5,1
C106096,new,612,55,34,21,0.618,1836.01,card,16,10,0
C106097,high_value,826,39,35,4,0.897,89861.0,card,0,0,0
C106098,new,710,25,15,10,0.6,2552.1,card,10,6,0
C106099,new,224,7,3,4,0.429,894.33,upi,3,1,0
C106100,high_value,186,12,11,1,0.917,237244.0,netbanking,1,0,0
C106101,loyal,798,30,20,10,0.667,21673.73,wallet,3,2,0
C106102,high_value,439,43,36,7,0.837,232257.8,wallet,5,4,0
C106103,loyal,88,3,2,1,0.667,38106.98,upi,0,0,1
C106104,loyal,742,26,21,5,0.808,27023.42,upi,1,0,0
C106105,casual,583,34,24,10,0.706,8082.9,card,8,7,0
C106106,casual,23,1,0,1,0.0,6684.73,upi,1,0,0
C106107,high_value,704,37,35,2,0.946,294123.39,card,3,2,0
C106108,loyal,547,91,73,18,0.802,37194.57,upi,13,10,0
C106109,casual,553,21,16,5,0.762,13293.07,card,3,2,0
C106110,casual,778,33,28,5,0.848,1694.99,upi,3,2,0
C106111,casual,446,17,11,6,0.647,1372.94,netbanking,4,2,0
C106112,casual,415,59,39,20,0.661,3639.69,card,22,16,0
C106113,loyal,555,22,17,5,0.773,15928.83,upi,4,3,0
C106114,new,178,12,6,6,0.5,1577.69,upi,2,0,0
C106115,casual,137,5,3,2,0.6,3801.88,upi,3,2,0
C106116,high_value,759,26,20,6,0.769,55617.02,netbanking,3,2,0
C106117,casual,194,7,4,3,0.571,4956.71,card,2,1,0
C106118,casual,454,16,12,4,0.75,8128.84,card,3,2,0
C106119,casual,243,34,27,7,0.794,10999.57,upi,3,2,0
C106120,new,208,16,10,6,0.625,1315.18,card,6,4,0
C106121,new,538,44,24,20,0.545,2888.14,upi,14,9,0
C106122,new,722,42,19,23,0.452,598.36,wallet,16,6,1
C106123,new,398,13,6,7,0.462,1542.19,card,5,3,0
C106124,new,125,5,2,3,0.4,759.55,netbanking,0,0,0
C106125,casual,220,12,7,5,0.583,12293.35,card,3,1,0
C106126,new,148,5,2,3,0.4,563.28,upi,2,0,0
C106127,high_value,794,88,85,3,0.966,386560.38,upi,0,0,0
C106128,new,288,13,9,4,0.692,2149.82,upi,2,1,1
C106129,casual,337,19,13,6,0.684,8796.11,upi,3,1,0
C106130,loyal,64,6,4,2,0.667,36617.4,upi,2,1,0
C106131,new,401,19,10,9,0.526,1087.41,netbanking,6,3,0
C106132,casual,822,31,21,10,0.677,1294.36,card,7,5,0
C106133,loyal,369,14,11,3,0.786,55756.19,card,2,1,0
C106134,casual,586,22,16,6,0.727,12129.12,upi,3,2,0
C106135,new,164,6,2,4,0.333,404.57,upi,4,2,0
C106136,loyal,129,8,6,2,0.75,16103.98,upi,0,0,0
C106137,loyal,658,109,99,10,0.908,25405.03,upi,5,3,0
C106138,casual,60,2,1,1,0.5,11683.95,netbanking,2,1,0
C106139,new,404,25,14,11,0.56,1509.5,card,6,3,0
C106140,new,285,14,8,6,0.571,1962.63,upi,2,1,0
C106141,loyal,15,3,2,1,0.667,10309.71,card,0,0,0
C106142,casual,478,17,11,6,0.647,13931.86,card,5,3,0
C106143,new,867,32,21,11,0.656,497.06,upi,6,3,0
C106144,casual,63,2,1,1,0.5,5464.62,upi,0,0,0
C106145,high_value,734,81,72,9,0.889,381502.7,upi,6,5,0
C106146,new,485,18,11,7,0.611,2198.68,netbanking,4,2,0
C106147,new,651,32,17,15,0.531,1533.2,netbanking,9,6,0
C106148,casual,87,10,6,4,0.6,13080.82,card,3,1,0
C106149,loyal,782,41,34,7,0.829,13063.12,upi,1,0,0
C106150,casual,11,1,0,1,0.0,2068.1,upi,2,1,0
C106151,high_value,816,40,39,1,0.975,104306.32,upi,0,0,0
C106152,new,592,84,52,32,0.619,793.71,upi,13,8,1
C106153,casual,304,16,11,5,0.688,10926.42,card,5,2,0
C106154,casual,7,1,0,1,0.0,8453.85,upi,1,0,0
C106155,casual,550,25,18,7,0.72,6964.62,upi,2,1,0
C106156,casual,79,3,2,1,0.667,11956.24,card,1,0,0
C106157,loyal,548,27,20,7,0.741,25858.03,upi,5,3,0
C106158,casual,696,31,26,5,0.839,2196.4,card,2,1,0
C106159,loyal,241,34,29,5,0.853,29838.32,card,1,0,0
C106160,new,215,8,2,6,0.25,2299.23,card,3,1,0
C106161,casual,200,14,11,3,0.786,7637.2,wallet,4,3,0
C106162,casual,203,11,7,4,0.636,14680.07,card,3,1,0
C106163,casual,103,5,3,2,0.6,12985.78,card,2,1,0
C106164,new,225,7,3,4,0.429,2372.86,card,7,3,0
C106165,high_value,593,45,43,2,0.956,320613.21,netbanking,2,1,0
C106166,high_value,272,19,16,3,0.842,253393.42,upi,0,0,0
C106167,loyal,703,29,23,6,0.793,55057.49,upi,2,1,0
C106168,high_value,737,36,31,5,0.861,256455.24,upi,1,0,0
C106169,new,685,57,30,27,0.526,1117.61,card,12,8,0
C106170,casual,486,37,25,12,0.676,3742.62,upi,7,5,0
C106171,casual,285,11,8,3,0.727,12383.33,wallet,4,3,0
C106172,high_value,836,33,31,2,0.939,179898.05,card,1,0,0
C106173,new,185,23,13,10,0.565,2372.71,upi,8,6,0
C106174,new,418,29,17,12,0.586,2949.01,upi,12,7,0
C106175,loyal,408,17,14,3,0.824,29935.33,card,2,1,0
C106176,new,671,95,44,51,0.463,1022.22,netbanking,18,8,0
C106177,loyal,492,54,53,1,0.981,18504.64,card,0,0,0
C106178,casual,719,89,70,19,0.787,7654.92,upi,11,9,0
C106179,loyal,827,45,44,1,0.978,42700.92,netbanking,0,0,0
C106180,loyal,352,22,20,2,0.909,25639.34,netbanking,1,0,0
C106181,loyal,787,60,49,11,0.817,34283.28,netbanking,6,3,0
C106182,new,153,19,6,13,0.316,1611.22,card,7,1,0
C106183,new,824,41,18,23,0.439,825.71,upi,12,4,0
C106184,new,161,6,3,3,0.5,70.53,wallet,2,0,0
C106185,new,765,76,41,35,0.539,646.87,upi,27,12,0
C106186,casual,351,16,10,6,0.625,12244.09,upi,1,0,0
C106187,casual,868,36,18,18,0.5,4892.87,card,8,4,0
C106188,new,117,6,3,3,0.5,41.47,upi,2,1,0
C106189,new,419,22,10,12,0.455,1274.85,card,11,6,0
C106190,high_value,811,90,78,12,0.867,288864.93,card,12,11,0
C106191,new,43,1,0,1,0.0,2257.23,upi,3,1,0
C106192,casual,239,8,5,3,0.625,6794.58,card,1,0,0
C106193,casual,76,3,1,2,0.333,9006.02,netbanking,0,0,0
C106194,new,289,10,5,5,0.5,2236.52,netbanking,3,2,0
C106195,high_value,351,17,16,1,0.941,361234.53,upi,1,0,0
C106196,new,557,26,13,13,0.5,1919.7,upi,9,5,0
C106197,loyal,232,9,8,1,0.889,44543.14,upi,1,0,0
C106198,loyal,143,28,21,7,0.75,14933.76,card,4,2,0
C106199,loyal,153,15,11,4,0.733,31022.51,card,6,4,0
C106200,loyal,844,84,61,23,0.726,54447.94,upi,17,10,0
C106201,loyal,857,42,30,12,0.714,18036.0,upi,7,5,0
C106202,casual,200,18,13,5,0.722,5339.43,card,2,1,0
C106203,casual,176,12,7,5,0.583,10491.49,card,2,1,0
C106204,loyal,49,2,1,1,0.5,55103.7,upi,0,0,0
C106205,casual,863,37,27,10,0.73,1826.57,upi,6,3,0
C106206,casual,635,37,29,8,0.784,13186.89,upi,5,4,0
C106207,new,684,136,86,50,0.632,660.97,netbanking,25,14,0
C106208,casual,262,11,8,3,0.727,13051.98,card,5,4,0
C106209,casual,577,38,24,14,0.632,13449.3,card,11,5,0
C106210,new,54,7,4,3,0.571,2326.45,upi,4,1,0
C106211,casual,608,28,21,7,0.75,13933.43,upi,5,3,0
C106212,new,522,47,24,23,0.511,2883.47,upi,12,6,0
C106213,casual,298,18,13,5,0.722,13952.61,upi,6,4,0
C106214,loyal,639,22,16,6,0.727,35656.45,upi,2,1,0
C106215,casual,582,58,38,20,0.655,7491.47,card,13,7,0
C106216,loyal,395,14,12,2,0.857,15260.31,upi,2,1,1
C106217,new,168,10,6,4,0.6,648.27,netbanking,3,2,0
C106218,new,22,1,0,1,0.0,1957.1,upi,1,0,0
C106219,loyal,843,32,29,3,0.906,16367.09,upi,3,2,0
C106220,loyal,253,10,8,2,0.8,57119.03,upi,1,0,0
C106221,loyal,272,27,23,4,0.852,21352.3,upi,1,0,0
C106222,loyal,613,25,18,7,0.72,14396.55,card,7,4,0
C106223,loyal,230,16,12,4,0.75,21762.27,card,1,0,0
C106224,loyal,338,12,9,3,0.75,12445.58,card,2,1,0
C106225,loyal,640,22,19,3,0.864,18304.48,netbanking,2,1,0
C106226,loyal,536,26,24,2,0.923,39384.2,upi,0,0,0
C106227,new,591,21,12,9,0.571,867.49,upi,8,4,0
C106228,new,5,1,0,1,0.0,2403.48,upi,0,0,0
C106229,casual,406,81,58,23,0.716,6666.27,upi,21,14,1
C106230,casual,428,16,10,6,0.625,10995.5,upi,0,0,0
C106231,loyal,569,31,26,5,0.839,45414.69,card,3,2,0
C106232,casual,137,22,14,8,0.636,2900.9,netbanking,5,3,0
C106233,casual,144,24,18,6,0.75,1792.14,upi,5,3,1
C106234,loyal,686,29,24,5,0.828,52099.7,upi,3,2,0
C106235,new,606,21,11,10,0.524,2102.55,netbanking,1,0,0
C106236,loyal,730,33,30,3,0.909,18749.05,card,4,3,0
C106237,new,244,15,7,8,0.467,2039.98,card,5,2,0
C106238,casual,897,74,58,16,0.784,5612.55,upi,10,8,0
C106239,casual,246,16,9,7,0.562,1794.56,upi,4,2,0
C106240,casual,586,45,33,12,0.733,4202.68,card,11,6,0
C106241,new,146,13,7,6,0.538,2267.41,upi,5,2,0
C106242,new,826,103,63,40,0.612,1172.18,card,23,16,0
C106243,casual,299,15,9,6,0.6,8628.07,upi,4,1,0
C106244,casual,722,72,43,29,0.597,2911.59,card,16,12,1
C106245,loyal,298,37,34,3,0.919,14633.02,card,2,1,0
C106246,new,711,64,33,31,0.516,717.76,upi,22,7,0
C106247,casual,409,17,12,5,0.706,7615.53,upi,4,2,0
C106248,new,57,3,1,2,0.333,2540.97,upi,1,0,0
C106249,high_value,172,10,9,1,0.9,317187.07,card,1,0,0
C106250,loyal,615,32,28,4,0.875,18003.22,netbanking,4,3,0
C106251,high_value,174,9,8,1,0.889,75015.06,upi,0,0,0
C106252,high_value,248,14,11,3,0.786,128927.71,upi,1,0,0
C106253,casual,488,18,13,5,0.722,12932.6,netbanking,2,1,0
C106254,loyal,228,9,7,2,0.778,35792.37,netbanking,0,0,0
C106255,casual,116,12,8,4,0.667,12296.64,card,1,0,0
C106256,high_value,562,22,18,4,0.818,179353.77,upi,1,0,0
C106257,casual,620,68,48,20,0.706,9266.2,upi,14,9,0
C106258,casual,660,110,88,22,0.8,9326.26,wallet,18,15,0
C106259,high_value,849,56,53,3,0.946,269354.83,upi,3,2,0
C106260,loyal,112,8,6,2,0.75,33507.56,upi,1,0,0
C106261,high_value,384,16,15,1,0.938,133733.86,card,0,0,0
C106262,new,211,9,5,4,0.556,1285.45,card,4,1,0
C106263,new,811,135,74,61,0.548,2924.28,upi,18,9,0
C106264,casual,486,28,20,8,0.714,4809.57,wallet,7,6,0
C106265,casual,89,3,1,2,0.333,11147.6,card,2,1,0
C106266,casual,623,27,19,8,0.704,14226.21,upi,8,6,0
C106267,casual,39,2,1,1,0.5,8927.58,upi,0,0,0
C106268,loyal,247,12,10,2,0.833,34466.8,card,2,1,0
C106269,new,649,34,15,19,0.441,362.51,card,12,6,0
C106270,loyal,455,45,42,3,0.933,47663.36,upi,1,0,0
C106271,loyal,685,36,23,13,0.639,55574.55,card,7,4,0
C106272,loyal,514,24,23,1,0.958,59034.24,upi,1,0,0
C106273,casual,758,126,74,52,0.587,3823.21,upi,22,11,0
C106274,new,506,23,10,13,0.435,2760.17,wallet,5,1,0
C106275,new,52,4,2,2,0.5,1110.8,upi,1,0,0
C106276,loyal,65,13,11,2,0.846,40957.63,netbanking,1,0,0
C106277,casual,699,30,20,10,0.667,4131.11,upi,1,0,0
C106278,new,35,2,1,1,0.5,745.17,upi,0,0,0
C106279,high_value,339,22,19,3,0.864,266635.36,upi,0,0,0
C106280,loyal,15,1,0,1,0.0,34241.64,wallet,1,0,0
C106281,loyal,273,14,11,3,0.786,58219.92,upi,0,0,0
C106282,casual,536,26,17,9,0.654,4702.49,upi,4,2,0
C106283,high_value,156,5,3,2,0.6,357312.83,upi,1,0,0
C106284,new,420,20,10,10,0.5,1381.42,card,6,5,0
C106285,new,896,149,80,69,0.537,403.66,upi,20,11,0
C106286,high_value,64,6,5,1,0.833,133694.35,upi,0,0,1
C106287,high_value,58,3,2,1,0.667,314494.87,upi,0,0,0
C106288,casual,244,15,10,5,0.667,12572.87,netbanking,0,0,0
C106289,new,744,53,34,19,0.642,118.69,netbanking,12,6,0
C106290,casual,365,40,29,11,0.725,6740.41,wallet,6,4,0
C106291,loyal,575,82,74,8,0.902,34708.63,upi,3,2,0
C106292,loyal,31,3,2,1,0.667,40751.67,upi,0,0,0
C106293,casual,661,23,17,6,0.739,10108.64,upi,3,2,0
C106294,new,61,4,2,2,0.5,2491.68,netbanking,0,0,0
C106295,loyal,640,22,19,3,0.864,23669.48,card,0,0,0
C106296,loyal,133,10,7,3,0.7,15596.41,card,7,4,0
C106297,casual,772,64,49,15,0.766,3610.81,upi,9,4,0
C106298,casual,267,15,10,5,0.667,14115.85,upi,5,4,0
C106299,high_value,166,5,4,1,0.8,241338.74,upi,0,0,0
C106300,new,303,15,8,7,0.533,657.28,upi,2,1,0
C106301,casual,1,1,0,1,0.0,12002.11,upi,0,0,0
C106302,loyal,149,13,10,3,0.769,39350.37,upi,5,3,0
C106303,casual,539,18,13,5,0.722,6142.59,upi,2,1,0
C106304,loyal,271,33,26,7,0.788,10915.13,upi,3,2,0
C106305,loyal,319,12,11,1,0.917,49139.32,wallet,3,2,0
C106306,casual,726,25,16,9,0.64,11044.18,wallet,6,4,0
C106307,new,112,11,5,6,0.455,786.32,card,2,0,0
C106308,loyal,356,19,18,1,0.947,23281.0,netbanking,2,1,1
C106309,new,168,8,3,5,0.375,814.46,upi,4,1,0
C106310,new,435,18,9,9,0.5,2011.26,upi,5,2,0
C106311,casual,299,12,10,2,0.833,5118.48,upi,0,0,0
C106312,casual,42,7,5,2,0.714,5345.08,upi,3,2,0
C106313,high_value,64,5,4,1,0.8,181816.65,card,0,0,0
C106314,loyal,767,27,24,3,0.889,59010.07,upi,0,0,0
C106315,loyal,52,4,3,1,0.75,33004.92,wallet,0,0,0
C106316,casual,704,64,45,19,0.703,6283.25,card,11,8,0
C106317,casual,824,41,22,19,0.537,7580.32,upi,7,4,0
C106318,high_value,419,46,41,5,0.891,301721.23,netbanking,1,0,0
C106319,casual,281,35,25,10,0.714,13371.67,netbanking,3,1,0
C106320,loyal,698,29,25,4,0.862,59540.09,card,1,0,0
C106321,casual,884,126,115,11,0.913,7804.9,upi,1,0,0
C106322,new,109,4,2,2,0.5,1380.43,upi,2,1,0
C106323,casual,867,78,60,18,0.769,5624.36,card,13,12,0
C106324,new,849,121,77,44,0.636,2337.28,card,18,12,0
C106325,new,129,5,2,3,0.4,1966.76,upi,1,0,1
C106326,new,50,5,2,3,0.4,1090.09,netbanking,0,0,0
C106327,new,643,45,24,21,0.533,1555.63,upi,18,11,0
C106328,casual,70,5,3,2,0.6,3881.49,wallet,1,0,0
C106329,high_value,541,31,29,2,0.935,292897.78,upi,1,0,0
C106330,casual,59,3,2,1,0.667,4529.73,netbanking,0,0,0
C106331,loyal,621,69,62,7,0.899,27477.3,upi,3,2,0
C106332,casual,209,20,12,8,0.6,1953.66,card,4,2,0
C106333,new,87,9,5,4,0.556,659.61,netbanking,2,0,0
C106334,new,60,10,6,4,0.6,584.65,upi,4,2,0
C106335,high_value,170,8,7,1,0.875,307357.34,upi,0,0,0
C106336,loyal,487,30,29,1,0.967,44723.39,wallet,1,0,0
C106337,high_value,69,9,8,1,0.889,238350.33,wallet,0,0,0
C106338,casual,722,55,39,16,0.709,6418.79,card,13,9,0
C106339,loyal,544,25,21,4,0.84,54470.66,upi,3,2,1
C106340,loyal,268,22,18,4,0.818,54204.17,upi,3,2,0
C106341,high_value,887,59,45,14,0.763,260992.31,upi,7,6,0
C106342,new,593,25,15,10,0.6,1973.84,card,3,2,0
C106343,high_value,605,28,27,1,0.964,328757.75,upi,1,0,0
C106344,casual,157,7,5,2,0.714,11118.85,upi,1,0,0
C106345,loyal,639,45,40,5,0.889,21245.07,netbanking,1,0,0
C106346,casual,503,29,20,9,0.69,8047.05,card,2,1,0
C106347,casual,886,34,27,7,0.794,3126.4,card,1,0,0
C106348,casual,430,16,11,5,0.688,12331.33,wallet,7,4,0
C106349,loyal,610,101,89,12,0.881,42678.84,card,5,4,0
C106350,casual,307,12,7,5,0.583,14707.28,upi,5,3,0
C106351,casual,37,1,0,1,0.0,2911.14,netbanking,2,1,0
C106352,casual,115,4,2,2,0.5,8142.07,wallet,3,2,0
C106353,loyal,780,70,65,5,0.929,46200.52,upi,4,3,0
C106354,casual,664,39,30,9,0.769,13142.79,upi,9,5,1
C106355,loyal,328,54,39,15,0.722,52669.89,upi,8,4,0
C106356,casual,628,89,53,36,0.596,3827.99,upi,29,18,0
C106357,loyal,4,1,0,1,0.0,59116.05,upi,1,0,0
C106358,loyal,34,3,2,1,0.667,59067.14,upi,0,0,0
C106359,loyal,457,45,41,4,0.911,58452.93,card,1,0,0
C106360,loyal,562,46,33,13,0.717,40680.64,upi,9,6,0
C106361,casual,843,52,37,15,0.712,12647.09,netbanking,8,5,1
C106362,new,683,85,46,39,0.541,228.1,card,14,5,0
C106363,loyal,232,9,8,1,0.889,22773.02,upi,1,0,0
C106364,new,733,34,15,19,0.441,275.99,netbanking,13,6,0
C106365,new,442,18,7,11,0.389,1516.68,card,6,1,0
C106366,loyal,743,26,22,4,0.846,58236.51,card,0,0,0
C106367,casual,157,7,5,2,0.714,10088.39,netbanking,0,0,0
C106368,casual,24,1,0,1,0.0,7457.53,netbanking,0,0,0
C106369,high_value,52,1,0,1,0.0,327492.51,card,0,0,0
C106370,new,891,46,28,18,0.609,1651.01,card,11,6,1
C106371,new,73,4,2,2,0.5,1372.94,upi,3,1,0
C106372,new,845,56,36,20,0.643,1887.98,card,11,6,0
C106373,new,654,130,70,60,0.538,1535.4,card,22,11,0
C106374,loyal,132,4,2,2,0.5,42077.26,wallet,1,0,0
C106375,loyal,777,31,26,5,0.839,50131.85,upi,4,3,0
C106376,casual,130,5,3,2,0.6,7473.86,upi,0,0,0
C106377,casual,129,12,9,3,0.75,6810.3,upi,3,2,1
C106378,casual,518,18,10,8,0.556,8821.32,upi,4,2,1
C106379,new,260,28,14,14,0.5,2714.26,upi,10,6,0
C106380,loyal,262,23,21,2,0.913,31149.11,card,0,0,0
C106381,loyal,176,29,24,5,0.828,52387.49,wallet,7,6,0
C106382,new,547,45,23,22,0.511,1851.49,upi,11,5,0
C106383,loyal,25,1,0,1,0.0,10619.86,wallet,0,0,0
C106384,loyal,221,9,6,3,0.667,33810.13,card,1,0,0
C106385,casual,498,38,31,7,0.816,3947.5,upi,2,1,0
C106386,loyal,438,15,14,1,0.933,17518.32,upi,0,0,0
C106387,loyal,630,52,43,9,0.827,21721.89,netbanking,5,4,0
C106388,new,195,10,5,5,0.5,2137.26,netbanking,2,1,0
C106389,new,583,30,16,14,0.533,1882.15,upi,9,5,0
C106390,loyal,684,27,23,4,0.852,36842.66,card,2,1,0
C106391,high_value,349,15,13,2,0.867,223343.99,upi,0,0,0
C106392,casual,231,8,5,3,0.625,6448.49,card,2,1,1
C106393,casual,499,17,11,6,0.647,13411.95,upi,4,3,1
C106394,loyal,521,74,61,13,0.824,56622.71,upi,6,4,1
C106395,casual,85,12,8,4,0.667,11702.13,upi,1,0,0
C106396,new,509,31,11,20,0.355,864.67,card,8,3,0
C106397,casual,139,17,12,5,0.706,13794.1,upi,6,5,0
C106398,high_value,512,30,26,4,0.867,336697.38,card,3,2,0
C106399,loyal,838,44,31,13,0.705,16201.32,netbanking,12,8,0
C106400,high_value,483,43,38,5,0.884,169587.14,card,2,1,0
C106401,new,685,97,50,47,0.515,982.82,netbanking,21,10,0
C106402,casual,279,9,7,2,0.778,11220.65,card,1,0,0
C106403,casual,830,59,39,20,0.661,8334.58,upi,10,5,0
C106404,new,731,29,17,12,0.586,800.65,upi,4,2,0
C106405,new,825,41,27,14,0.659,692.38,card,6,4,0
C106406,loyal,667,31,25,6,0.806,32875.25,card,1,0,0
C106407,loyal,584,24,20,4,0.833,43297.85,wallet,2,1,1
C106408,loyal,472,42,41,1,0.976,35436.3,upi,0,0,0
C106409,casual,835,83,61,22,0.735,4654.47,upi,7,5,0
C106410,casual,763,26,19,7,0.731,9679.79,netbanking,2,1,0
C106411,new,375,17,8,9,0.471,2996.74,netbanking,8,3,0
C106412,new,78,6,3,3,0.5,530.01,upi,0,0,0
C106413,casual,4,1,0,1,0.0,8397.59,upi,1,0,0
C106414,casual,210,15,8,7,0.533,6259.19,netbanking,5,3,0
C106415,high_value,57,2,1,1,0.5,126445.56,upi,2,1,0
C106416,casual,191,11,6,5,0.545,13256.89,card,2,1,1
C106417,new,99,8,4,4,0.5,2873.31,wallet,4,1,0
C106418,new,882,40,19,21,0.475,1050.59,upi,13,6,0
C106419,loyal,86,3,2,1,0.667,27364.53,upi,1,0,0
C106420,new,564,40,22,18,0.55,275.29,wallet,9,5,0
C106421,new,317,13,5,8,0.385,1853.26,upi,3,1,0
C106422,casual,157,15,10,5,0.667,1371.63,upi,3,1,0
C106423,casual,631,63,48,15,0.762,7946.95,upi,5,3,0
C106424,loyal,873,34,32,2,0.941,17640.73,card,2,1,0
C106425,casual,711,35,22,13,0.629,10412.46,upi,12,9,0
C106426,new,877,175,80,95,0.457,2786.73,card,25,7,0
C106427,loyal,531,25,24,1,0.96,14439.13,upi,1,0,0
C106428,casual,606,50,35,15,0.7,11888.37,upi,15,9,0
C106429,loyal,132,12,10,2,0.833,51528.41,upi,0,0,0
C106430,new,767,51,25,26,0.49,528.62,card,14,6,0
C106431,loyal,673,42,36,6,0.857,56132.12,netbanking,4,3,0
C106432,casual,229,8,6,2,0.75,9692.85,card,2,1,1
C106433,casual,319,21,15,6,0.714,8489.12,netbanking,5,3,1
C106434,casual,550,45,36,9,0.8,10399.78,upi,8,5,1
C106435,high_value,12,1,0,1,0.0,150838.2,upi,0,0,0
C106436,new,736,40,18,22,0.45,76.23,upi,8,4,1
C106437,high_value,253,50,43,7,0.86,204717.93,netbanking,7,6,0
C106438,high_value,68,3,2,1,0.667,310171.24,card,0,0,0
C106439,casual,298,17,12,5,0.706,13861.11,card,4,2,1
C106440,casual,752,39,31,8,0.795,7021.45,upi,2,1,0
C106441,casual,247,27,19,8,0.704,4691.07,wallet,4,2,0
C106442,high_value,485,30,27,3,0.9,95953.43,netbanking,1,0,0
C106443,loyal,730,34,27,7,0.794,56774.72,netbanking,5,3,0
C106444,casual,31,1,0,1,0.0,4233.23,upi,0,0,0
C106445,new,684,31,13,18,0.419,2733.21,upi,11,4,0
C106446,loyal,260,8,6,2,0.75,19187.81,card,0,0,0
C106447,new,626,36,22,14,0.611,54.4,upi,14,9,0
C106448,new,170,11,5,6,0.455,672.66,card,0,0,1
C106449,casual,125,6,4,2,0.667,7899.05,upi,1,0,0
C106450,casual,709,54,38,16,0.704,5881.87,card,13,7,0
C106451,high_value,727,60,59,1,0.983,367702.26,upi,1,0,0
C106452,loyal,883,40,34,6,0.85,37254.23,upi,2,1,0
C106453,new,609,50,24,26,0.48,353.31,upi,15,8,0
C106454,casual,419,18,11,7,0.611,9754.65,netbanking,4,3,0
C106455,loyal,176,7,5,2,0.714,29447.34,upi,1,0,0
C106456,casual,266,9,6,3,0.667,10505.18,card,2,1,0
C106457,new,583,72,39,33,0.542,2358.53,upi,19,8,0
C106458,casual,312,22,15,7,0.682,14797.72,upi,6,3,1
C106459,loyal,435,18,15,3,0.833,38832.3,upi,1,0,0
C106460,high_value,152,10,9,1,0.9,178362.73,upi,0,0,0
C106461,loyal,395,18,14,4,0.778,31680.02,card,2,1,0
C106462,new,214,9,5,4,0.556,1207.87,upi,1,0,0
C106463,loyal,101,3,2,1,0.667,32526.87,card,0,0,0
C106464,casual,119,11,8,3,0.727,1420.82,netbanking,2,1,0
C106465,loyal,466,42,29,13,0.69,22366.41,card,11,7,0
C106466,casual,330,20,14,6,0.7,14828.65,upi,5,3,0
C106467,new,90,5,2,3,0.4,2784.04,upi,5,2,0
C106468,casual,463,17,10,7,0.588,1676.05,upi,2,0,0
C106469,casual,148,29,26,3,0.897,14714.13,upi,3,2,0
C106470,new,14,1,0,1,0.0,2375.86,netbanking,0,0,0
C106471,casual,120,4,3,1,0.75,1038.46,upi,0,0,0
C106472,loyal,404,20,18,2,0.9,55673.18,upi,2,1,0
C106473,loyal,858,40,37,3,0.925,58018.46,netbanking,1,0,0
C106474,casual,218,19,13,6,0.684,9802.61,upi,0,0,0
C106475,new,257,12,8,4,0.667,2364.99,upi,2,1,0
C106476,casual,219,15,11,4,0.733,5655.44,wallet,2,1,0
C106477,casual,320,13,9,4,0.692,9012.5,upi,3,2,0
C106478,new,645,92,52,40,0.565,2194.65,card,23,12,0
C106479,high_value,290,24,22,2,0.917,246441.31,upi,3,2,0
C106480,high_value,592,28,26,2,0.929,156611.78,wallet,3,2,1
C106481,new,808,40,21,19,0.525,1947.6,card,12,7,0
C106482,loyal,851,32,28,4,0.875,51920.95,upi,2,1,0
C106483,loyal,507,20,19,1,0.95,51800.41,wallet,0,0,0
C106484,casual,642,128,79,49,0.617,2850.39,upi,21,11,0
C106485,loyal,827,118,112,6,0.949,32271.04,netbanking,5,3,0
C106486,new,708,54,28,26,0.519,116.22,card,10,5,0
C106487,new,270,9,5,4,0.556,1898.3,upi,1,0,0
C106488,high_value,119,7,6,1,0.857,134756.78,card,0,0,0
C106489,loyal,104,3,2,1,0.667,56517.74,upi,0,0,0
C106490,casual,793,132,93,39,0.705,9655.58,card,19,14,0
C106491,casual,501,17,9,8,0.529,6608.65,card,1,0,0
C106492,high_value,267,44,43,1,0.977,306012.12,upi,1,0,0
C106493,casual,311,12,7,5,0.583,3903.48,netbanking,5,3,0
C106494,high_value,254,9,8,1,0.889,82001.13,wallet,2,1,0
C106495,loyal,721,60,46,14,0.767,14369.08,card,13,10,0
C106496,casual,551,45,27,18,0.6,9159.27,card,14,8,0
C106497,loyal,791,41,34,7,0.829,54443.43,upi,4,3,0
C106498,loyal,272,11,8,3,0.727,21137.91,wallet,3,2,0
C106499,loyal,425,53,40,13,0.755,48002.42,netbanking,12,9,0
C106500,casual,110,11,7,4,0.636,1526.73,wallet,2,1,0
C106501,new,874,38,16,22,0.421,1060.02,card,13,8,0
C106502,new,461,18,10,8,0.556,1961.15,upi,3,2,0
C106503,loyal,498,62,52,10,0.839,51312.53,upi,12,9,0
C106504,loyal,372,13,8,5,0.615,57159.59,upi,5,3,0
C106505,loyal,244,9,7,2,0.778,41628.52,upi,2,1,0
C106506,casual,853,32,24,8,0.75,7477.44,card,10,6,0
C106507,new,440,40,18,22,0.45,181.91,upi,15,5,0
C106508,new,607,28,16,12,0.571,826.94,card,6,5,0
C106509,loyal,34,3,2,1,0.667,56155.59,card,0,0,1
C106510,casual,249,27,17,10,0.63,9160.55,upi,6,2,0
C106511,loyal,723,120,103,17,0.858,27133.86,card,16,12,0
C106512,new,79,4,2,2,0.5,746.45,upi,0,0,0
C106513,casual,92,4,2,2,0.5,2591.2,upi,2,1,0
C106514,high_value,729,81,73,8,0.901,313061.74,upi,8,7,0
